date,variable,stream,value,se
2018-07-28,,QPA,0.164041667,
2018-07-29,,QPA,0.161510417,
2018-07-30,,QPA,0.160770833,
2018-07-31,,QPA,0.158083333,
2018-08-01,,QPA,0.165979167,
2018-08-02,,QPA,0.172010417,
2018-08-03,,QPA,0.156177083,
2018-08-04,,QPA,0.15575,
2018-08-05,,QPA,0.184760417,
2018-08-06,,QPA,0.216166667,
2018-08-07,,QPA,0.17315625,
2018-08-08,,QPA,0.166583333,
2018-08-09,,QPA,0.160875,
2018-08-10,,QPA,0.15921875,
2018-08-11,,QPA,0.161447917,
2018-08-12,,QPA,0.162322917,
2018-08-13,,QPA,0.16509375,
2018-08-14,,QPA,0.175875,
2018-08-15,,QPA,0.169614583,
2018-08-16,,QPA,0.218447917,
2018-08-17,,QPA,0.233177083,
2018-08-18,,QPA,0.204833333,
2018-08-19,,QPA,0.183489583,
2018-08-20,,QPA,0.1749375,
2018-08-21,,QPA,0.203302083,
2018-08-22,,QPA,0.18109375,
2018-08-23,,QPA,0.218166667,
2018-08-24,,QPA,0.217989583,
2018-08-25,,QPA,0.188708333,
2018-08-26,,QPA,0.2268125,
2018-08-27,,QPA,0.1863125,
2018-08-28,,QPA,0.2528125,
2018-08-29,,QPA,0.3020625,
2018-08-30,,QPA,0.263875,
2018-08-31,,QPA,0.228270833,
2018-09-01,,QPA,0.20465625,
2018-09-02,,QPA,0.201802083,
2018-09-03,,QPA,0.206510417,
2018-09-04,,QPA,0.234833333,
2018-09-05,,QPA,0.205125,
2018-09-06,,QPA,0.19384375,
2018-09-07,,QPA,0.1819375,
2018-09-08,,QPA,0.174427083,
2018-09-09,,QPA,0.172354167,
2018-09-10,,QPA,0.172197917,
2018-09-11,,QPA,0.1705625,
2018-09-12,,QPA,0.16965625,
2018-09-13,,QPA,0.174354167,
2018-09-14,,QPA,0.212333333,
2018-09-15,,QPA,0.212645833,
2018-09-16,,QPA,0.17984375,
2018-09-17,,QPA,0.170145833,
2018-09-18,,QPA,0.168145833,
2018-09-19,,QPA,0.1640625,
2018-09-20,,QPA,0.17140625,
2018-09-21,,QPA,0.161854167,
2018-09-22,,QPA,0.161479167,
2018-09-23,,QPA,0.162395833,
2018-09-24,,QPA,0.16990625,
2018-09-25,,QPA,0.3,
2018-09-26,,QPA,0.2200625,
2018-09-27,,QPA,0.191854167,
2018-09-28,,QPA,0.255552083,
2018-09-29,,QPA,0.3075,
2018-09-30,,QPA,0.231520833,
2018-10-01,,QPA,0.202739583,
2018-10-02,,QPA,0.190427083,
2018-10-03,,QPA,0.185572917,
2018-10-04,,QPA,0.181447917,
2018-10-05,,QPA,0.231510417,
2018-10-06,,QPA,0.253364583,
2018-10-07,,QPA,0.228,
2018-10-08,,QPA,0.216166667,
2018-10-09,,QPA,0.268645833,
2018-10-10,,QPA,0.25378125,
2018-10-11,,QPA,0.212760417,
2018-10-12,,QPA,0.21071875,
2018-10-13,,QPA,0.212,
2018-10-14,,QPA,0.20478125,
2018-10-15,,QPA,0.2669375,
2018-10-16,,QPA,0.230427083,
2018-10-17,,QPA,0.235770833,
2018-10-18,,QPA,0.231625,
2018-10-19,,QPA,0.218989583,
2018-10-20,,QPA,0.223760417,
2018-10-21,,QPA,0.2134375,
2018-10-22,,QPA,0.279416667,
2018-10-23,,QPA,0.2700625,
2018-10-24,,QPA,0.23115625,
2018-10-25,,QPA,0.21634375,
2018-10-26,,QPA,0.203479167,
2018-10-27,,QPA,0.198458333,
2018-10-28,,QPA,0.194770833,
2018-10-29,,QPA,0.19853125,
2018-10-30,,QPA,0.20334375,
2018-10-31,,QPA,0.201104167,
2018-11-01,,QPA,0.200510417,
2018-11-02,,QPA,0.21753125,
2018-11-03,,QPA,0.22240625,
2018-11-04,,QPA,0.362416667,
2018-11-05,,QPA,0.3378125,
2018-11-06,,QPA,0.265385417,
2018-11-07,,QPA,0.242458333,
2018-11-08,,QPA,0.25475,
2018-11-09,,QPA,0.21403125,
2018-11-10,,QPA,0.21075,
2018-11-11,,QPA,0.266979167,
2018-11-12,,QPA,0.244270833,
2018-11-13,,QPA,0.302666667,
2018-11-14,,QPA,0.30728125,
2018-11-15,,QPA,0.26015625,
2018-11-16,,QPA,0.271354167,
2018-11-17,,QPA,0.256875,
2018-11-18,,QPA,0.221177083,
2018-11-19,,QPA,0.211083333,
2018-11-20,,QPA,0.2073125,
2018-11-21,,QPA,0.209177083,
2018-11-22,,QPA,0.199875,
2018-11-23,,QPA,0.196510417,
2018-11-24,,QPA,0.1929375,
2018-11-25,,QPA,0.18965625,
2018-11-26,,QPA,0.187333333,
2018-11-27,,QPA,0.185010417,
2018-11-28,,QPA,0.183635417,
2018-11-29,,QPA,0.180739583,
2018-11-30,,QPA,0.181166667,
2018-12-01,,QPA,0.178697917,
2018-12-02,,QPA,0.17703125,
2018-12-03,,QPA,0.184947917,
2018-12-04,,QPA,0.177833333,
2018-12-05,,QPA,0.176614583,
2018-12-06,,QPA,0.173625,
2018-12-07,,QPA,0.176927083,
2018-12-08,,QPA,0.202385417,
2018-12-09,,QPA,0.177375,
2018-12-10,,QPA,0.170885417,
2018-12-11,,QPA,0.171375,
2018-12-12,,QPA,0.170802083,
2018-12-13,,QPA,0.16821875,
2018-12-14,,QPA,0.179770833,
2018-12-15,,QPA,0.17259375,
2018-12-16,,QPA,0.167895833,
2018-12-17,,QPA,0.163927083,
2018-12-18,,QPA,0.163354167,
2018-12-19,,QPA,0.168604167,
2018-12-20,,QPA,0.16671875,
2018-12-21,,QPA,0.16209375,
2018-12-22,,QPA,0.170979167,
2018-12-23,,QPA,0.173083333,
2018-12-24,,QPA,0.171177083,
2018-12-25,,QPA,0.173447917,
2018-12-26,,QPA,0.167583333,
2018-12-27,,QPA,0.189395833,
2018-12-28,,QPA,0.2731875,
2018-12-29,,QPA,0.254447917,
2018-12-30,,QPA,0.206708333,
2018-12-31,,QPA,0.17746875,
2019-01-01,,QPA,0.17790625,
2019-01-02,,QPA,0.170333333,
2019-01-03,,QPA,0.174510417,
2019-01-04,,QPA,0.166572917,
2019-01-05,,QPA,0.167666667,
2019-01-06,,QPA,0.165270833,
2019-01-07,,QPA,0.164208333,
2019-01-08,,QPA,0.16378125,
2019-01-09,,QPA,0.167041667,
2019-01-10,,QPA,0.164635417,
2019-01-11,,QPA,0.164583333,
2019-01-12,,QPA,0.168145833,
2019-01-13,,QPA,0.173729167,
2019-01-14,,QPA,0.16721875,
2019-01-15,,QPA,0.165854167,
2019-01-16,,QPA,0.168895833,
2019-01-17,,QPA,0.266677083,
2019-01-18,,QPA,0.203395833,
2019-01-19,,QPA,0.181989583,
2019-01-20,,QPA,0.178385417,
2019-01-21,,QPA,0.18065625,
2019-01-22,,QPA,0.18678125,
2019-01-23,,QPA,0.204302083,
2019-01-24,,QPA,0.226989583,
2019-01-25,,QPA,0.23003125,
2019-01-26,,QPA,0.19890625,
2019-01-27,,QPA,0.186177083,
2019-01-28,,QPA,0.182479167,
2019-01-29,,QPA,0.179864583,
2019-01-30,,QPA,0.176197917,
2019-01-31,,QPA,0.188302083,
2019-02-01,,QPA,0.18284375,
2019-02-02,,QPA,0.18153125,
2019-02-03,,QPA,0.179677083,
2019-02-04,,QPA,0.18084375,
2019-02-05,,QPA,0.178239583,
2019-02-06,,QPA,0.178416667,
2019-02-07,,QPA,0.177041667,
2019-02-08,,QPA,0.176760417,
2019-02-09,,QPA,0.22596875,
2019-02-10,,QPA,0.236145833,
2019-02-11,,QPA,0.21209375,
2019-02-12,,QPA,0.208291667,
2019-02-13,,QPA,0.1863125,
2019-02-14,,QPA,0.203427083,
2019-02-15,,QPA,0.189145833,
2019-02-16,,QPA,0.183604167,
2019-02-17,,QPA,0.18134375,
2019-02-18,,QPA,0.179447917,
2019-02-19,,QPA,0.1778125,
2019-02-20,,QPA,0.193822917,
2019-02-21,,QPA,0.18371875,
2019-02-22,,QPA,0.179520833,
2019-02-23,,QPA,0.176645833,
2019-02-24,,QPA,0.17515625,
2019-02-25,,QPA,0.177385417,
2019-02-26,,QPA,0.19253125,
2019-02-27,,QPA,0.271989583,
2019-02-28,,QPA,0.209291667,
2019-03-01,,QPA,0.194552083,
2019-03-02,,QPA,0.1845,
2019-03-03,,QPA,0.180875,
2019-03-04,,QPA,0.209239583,
2019-03-05,,QPA,0.191072917,
2019-03-06,,QPA,0.182604167,
2019-03-07,,QPA,0.179354167,
2019-03-08,,QPA,0.177427083,
2019-03-09,,QPA,0.185645833,
2019-03-10,,QPA,0.217489583,
2019-03-11,,QPA,0.22990625,
2019-03-12,,QPA,0.1920625,
2019-03-13,,QPA,0.183833333,
2019-03-14,,QPA,0.18203125,
2019-03-15,,QPA,0.177895833,
2019-03-16,,QPA,0.177510417,
2019-03-17,,QPA,0.177041667,
2019-03-18,,QPA,0.176083333,
2019-03-19,,QPA,0.17403125,
2019-03-20,,QPA,0.174052083,
2019-03-21,,QPA,0.174083333,
2019-03-22,,QPA,0.179416667,
2019-03-23,,QPA,0.18821875,
2019-03-24,,QPA,0.202104167,
2019-03-25,,QPA,0.219270833,
2019-03-26,,QPA,0.18146875,
2019-03-27,,QPA,0.1769375,
2019-03-28,,QPA,0.17534375,
2019-03-29,,QPA,0.175166667,
2019-03-30,,QPA,0.17415625,
2019-03-31,,QPA,0.173104167,
2019-04-01,,QPA,0.171760417,
2019-04-02,,QPA,0.1735625,
2019-04-03,,QPA,0.171229167,
2019-04-04,,QPA,0.183979167,
2019-04-05,,QPA,0.1733125,
2019-04-06,,QPA,0.174541667,
2019-04-07,,QPA,0.1716875,
2019-04-08,,QPA,0.172364583,
2019-04-09,,QPA,0.171635417,
2019-04-10,,QPA,0.172447917,
2019-04-11,,QPA,0.1728125,
2019-04-12,,QPA,0.173677083,
2019-04-13,,QPA,0.1693125,
2019-04-14,,QPA,0.175229167,
2019-04-15,,QPA,0.167583333,
2019-04-16,,QPA,0.169778947,
2019-04-17,,QPA,0.165864583,
2019-04-18,,QPA,0.156947917,
2019-04-19,,QPA,0.1568125,
2019-04-20,,QPA,0.161260417,
2019-04-21,,QPA,0.178385417,
2019-04-22,,QPA,0.180708333,
2019-04-23,,QPA,0.157666667,
2019-04-24,,QPA,0.154708333,
2019-04-25,,QPA,0.153291667,
2019-04-26,,QPA,0.153770833,
2019-04-27,,QPA,0.152989583,
2019-04-28,,QPA,0.235364583,
2019-04-29,,QPA,0.22925,
2019-04-30,,QPA,0.167895833,
2019-05-01,,QPA,0.20578125,
2019-05-02,,QPA,0.265625,
2019-05-03,,QPA,0.18853125,
2019-05-04,,QPA,0.1825,
2019-05-05,,QPA,0.181083333,
2019-05-06,,QPA,0.21053125,
2019-05-07,,QPA,0.19065625,
2019-05-08,,QPA,0.179802083,
2019-05-09,,QPA,0.17628125,
2019-05-10,,QPA,0.180791667,
2019-05-11,,QPA,0.177385417,
2019-05-12,,QPA,0.177104167,
2019-05-13,,QPA,0.173375,
2019-05-14,,QPA,0.17084375,
2019-05-15,,QPA,0.170427083,
2019-05-16,,QPA,0.170364583,
2019-05-17,,QPA,0.169989583,
2019-05-18,,QPA,0.170135417,
2019-05-19,,QPA,0.1690625,
2019-05-20,,QPA,0.25375,
2019-05-21,,QPA,0.203770833,
2019-05-22,,QPA,0.180364583,
2019-05-23,,QPA,0.1785,
2019-05-24,,QPA,0.2040625,
2019-05-25,,QPA,0.186708333,
2019-05-26,,QPA,0.176583333,
2019-05-27,,QPA,0.192864583,
2019-05-28,,QPA,0.2195,
2019-05-29,,QPA,0.231947917,
2019-05-30,,QPA,0.241625,
2019-05-31,,QPA,0.200833333,
2017-01-01,,QPB,0.180552083,
2017-01-02,,QPB,0.18440625,
2017-01-03,,QPB,0.165208333,
2017-01-04,,QPB,0.136916667,
2017-01-05,,QPB,0.1335625,
2017-01-06,,QPB,0.150739583,
2017-01-07,,QPB,0.156177083,
2017-01-08,,QPB,0.147333333,
2017-01-09,,QPB,0.142854167,
2017-01-10,,QPB,0.129229167,
2017-01-11,,QPB,0.19428125,
2017-01-12,,QPB,0.167666667,
2017-01-13,,QPB,0.1560625,
2017-01-14,,QPB,0.155125,
2017-01-15,,QPB,0.15309375,
2017-01-16,,QPB,0.165395833,
2017-01-17,,QPB,0.220416667,
2017-01-18,,QPB,0.22609375,
2017-01-19,,QPB,0.14640625,
2017-01-20,,QPB,0.137625,
2017-01-21,,QPB,0.137010417,
2017-01-22,,QPB,0.1253125,
2017-01-23,,QPB,0.1098125,
2017-01-24,,QPB,0.125083333,
2017-01-25,,QPB,0.12934375,
2017-01-26,,QPB,0.120958333,
2017-01-27,,QPB,0.118302083,
2017-01-28,,QPB,0.117625,
2017-01-29,,QPB,0.120708333,
2017-01-30,,QPB,0.120135417,
2017-01-31,,QPB,0.119291667,
2017-02-01,,QPB,0.11575,
2017-02-02,,QPB,0.11334375,
2017-02-03,,QPB,0.11259375,
2017-02-04,,QPB,0.1194375,
2017-02-05,,QPB,0.151,
2017-02-06,,QPB,0.1515,
2017-02-07,,QPB,0.16340625,
2017-02-08,,QPB,0.12475,
2017-02-09,,QPB,0.113791667,
2017-02-10,,QPB,0.113342857,
2017-02-11,,QPB,NA,
2017-02-12,,QPB,NA,
2017-02-13,,QPB,NA,
2017-02-14,,QPB,NA,
2017-02-15,,QPB,NA,
2017-02-16,,QPB,NA,
2017-02-17,,QPB,NA,
2017-02-18,,QPB,NA,
2017-02-19,,QPB,NA,
2017-02-20,,QPB,NA,
2017-02-21,,QPB,NA,
2017-02-22,,QPB,NA,
2017-02-23,,QPB,NA,
2017-02-24,,QPB,NA,
2017-02-25,,QPB,NA,
2017-02-26,,QPB,NA,
2017-02-27,,QPB,NA,
2017-02-28,,QPB,NA,
2017-03-01,,QPB,NA,
2017-03-02,,QPB,NA,
2017-03-03,,QPB,NA,
2017-03-04,,QPB,NA,
2017-03-05,,QPB,NA,
2017-03-06,,QPB,NA,
2017-03-07,,QPB,NA,
2017-03-08,,QPB,NA,
2017-03-09,,QPB,NA,
2017-03-10,,QPB,0.184887097,
2017-03-11,,QPB,0.150072917,
2017-03-12,,QPB,0.136708333,
2017-03-13,,QPB,0.1299375,
2017-03-14,,QPB,0.124552083,
2017-03-15,,QPB,0.118770833,
2017-03-16,,QPB,0.11946875,
2017-03-17,,QPB,0.116635417,
2017-03-18,,QPB,0.116260417,
2017-03-19,,QPB,0.112885417,
2017-03-20,,QPB,0.127479167,
2017-03-21,,QPB,0.113020833,
2017-03-22,,QPB,0.114635417,
2017-03-23,,QPB,0.202770833,
2017-03-24,,QPB,0.16315625,
2017-03-25,,QPB,0.144364583,
2017-03-26,,QPB,0.126802083,
2017-03-27,,QPB,0.11815625,
2017-03-28,,QPB,0.169625,
2017-03-29,,QPB,0.167625,
2017-03-30,,QPB,0.139375,
2017-03-31,,QPB,0.125010417,
2017-04-01,,QPB,0.119635417,
2017-04-02,,QPB,0.115822917,
2017-04-03,,QPB,0.210031579,
2017-04-04,,QPB,0.161427083,
2017-04-05,,QPB,0.148947917,
2017-04-06,,QPB,0.144645833,
2017-04-07,,QPB,0.141708333,
2017-04-08,,QPB,0.138666667,
2017-04-09,,QPB,0.135385417,
2017-04-10,,QPB,0.1401875,
2017-04-11,,QPB,0.135020833,
2017-04-12,,QPB,0.13234375,
2017-04-13,,QPB,0.1781875,
2017-04-14,,QPB,0.171427083,
2017-04-15,,QPB,0.15696875,
2017-04-16,,QPB,0.228583333,
2017-04-17,,QPB,0.33340625,
2017-04-18,,QPB,0.254791667,
2017-04-19,,QPB,0.199510417,
2017-04-20,,QPB,0.1740625,
2017-04-21,,QPB,0.1628125,
2017-04-22,,QPB,0.157239583,
2017-04-23,,QPB,0.157895833,
2017-04-24,,QPB,0.203791667,
2017-04-25,,QPB,0.1543125,
2017-04-26,,QPB,0.149385417,
2017-04-27,,QPB,0.143739583,
2017-04-28,,QPB,0.14784375,
2017-04-29,,QPB,0.242697917,
2017-04-30,,QPB,0.28778125,
2017-05-01,,QPB,0.331645833,
2017-05-02,,QPB,0.221270833,
2017-05-03,,QPB,0.19059375,
2017-05-04,,QPB,0.18071875,
2017-05-05,,QPB,0.181114583,
2017-05-06,,QPB,0.181083333,
2017-05-07,,QPB,0.175302083,
2017-05-08,,QPB,0.173833333,
2017-05-09,,QPB,0.180854167,
2017-05-10,,QPB,0.1755625,
2017-05-11,,QPB,0.169083333,
2017-05-12,,QPB,0.165302083,
2017-05-13,,QPB,0.1581875,
2017-05-14,,QPB,0.15871875,
2017-05-15,,QPB,0.163864583,
2017-05-16,,QPB,0.154510417,
2017-05-17,,QPB,0.148833333,
2017-05-18,,QPB,0.147010417,
2017-05-19,,QPB,0.145239583,
2017-05-20,,QPB,0.147489583,
2017-05-21,,QPB,0.157822917,
2017-05-22,,QPB,0.14959375,
2017-05-23,,QPB,0.139520833,
2017-05-24,,QPB,0.139416667,
2017-05-25,,QPB,0.1413125,
2017-05-26,,QPB,0.147083333,
2017-05-27,,QPB,0.143947917,
2017-05-28,,QPB,0.146604167,
2017-05-29,,QPB,0.201385417,
2017-05-30,,QPB,0.20278125,
2017-05-31,,QPB,0.244625,
2017-06-01,,QPB,0.177645833,
2017-06-02,,QPB,0.185802083,
2017-06-03,,QPB,0.158010417,
2017-06-04,,QPB,0.146729167,
2017-06-05,,QPB,0.14434375,
2017-06-06,,QPB,0.1383125,
2017-06-07,,QPB,0.137760417,
2017-06-08,,QPB,0.18596875,
2017-06-09,,QPB,0.185427083,
2017-06-10,,QPB,0.162708333,
2017-06-11,,QPB,0.159552083,
2017-06-12,,QPB,0.153104167,
2017-06-13,,QPB,0.143677083,
2017-06-14,,QPB,0.150541667,
2017-06-15,,QPB,0.148270833,
2017-06-16,,QPB,0.1391875,
2017-06-17,,QPB,0.14996875,
2017-06-18,,QPB,0.153979167,
2017-06-19,,QPB,0.294978947,
2017-06-20,,QPB,0.23440625,
2017-06-21,,QPB,0.214239583,
2017-06-22,,QPB,0.183333333,
2017-06-23,,QPB,0.173729167,
2017-06-24,,QPB,0.183020833,
2017-06-25,,QPB,0.167333333,
2017-06-26,,QPB,0.19296875,
2017-06-27,,QPB,0.164416667,
2017-06-28,,QPB,0.172333333,
2017-06-29,,QPB,0.18340625,
2017-06-30,,QPB,0.178520833,
2017-07-01,,QPB,0.164375,
2017-07-02,,QPB,0.1530625,
2017-07-03,,QPB,0.152802083,
2017-07-04,,QPB,0.183697917,
2017-07-05,,QPB,0.311484848,
2017-07-06,,QPB,NA,
2017-07-07,,QPB,NA,
2017-07-08,,QPB,NA,
2017-07-09,,QPB,NA,
2017-07-10,,QPB,NA,
2017-07-11,,QPB,NA,
2017-07-12,,QPB,NA,
2017-07-13,,QPB,NA,
2017-07-14,,QPB,NA,
2017-07-15,,QPB,NA,
2017-07-16,,QPB,NA,
2017-07-17,,QPB,NA,
2017-07-18,,QPB,NA,
2017-07-19,,QPB,NA,
2017-07-20,,QPB,NA,
2017-07-21,,QPB,NA,
2017-07-22,,QPB,NA,
2017-07-23,,QPB,NA,
2017-07-24,,QPB,NA,
2017-07-25,,QPB,NA,
2017-07-26,,QPB,NA,
2017-07-27,,QPB,NA,
2017-07-28,,QPB,NA,
2017-07-29,,QPB,NA,
2017-07-30,,QPB,NA,
2017-07-31,,QPB,NA,
2017-08-01,,QPB,NA,
2017-08-02,,QPB,0.194453125,
2017-08-03,,QPB,0.185375,
2017-08-04,,QPB,0.215479167,
2017-08-05,,QPB,0.193395833,
2017-08-06,,QPB,0.1976875,
2017-08-07,,QPB,0.223270833,
2017-08-08,,QPB,0.187739583,
2017-08-09,,QPB,0.19515625,
2017-08-10,,QPB,0.188697917,
2017-08-11,,QPB,0.166385417,
2017-08-12,,QPB,0.163208333,
2017-08-13,,QPB,0.16209375,
2017-08-14,,QPB,0.196447917,
2017-08-15,,QPB,0.270666667,
2017-08-16,,QPB,0.205125,
2017-08-17,,QPB,0.372354167,
2017-08-18,,QPB,0.233697917,
2017-08-19,,QPB,0.269302083,
2017-08-20,,QPB,0.330927083,
2017-08-21,,QPB,0.294614583,
2017-08-22,,QPB,0.248666667,
2017-08-23,,QPB,0.2125625,
2017-08-24,,QPB,0.209083333,
2017-08-25,,QPB,0.226916667,
2017-08-26,,QPB,0.207010417,
2017-08-27,,QPB,0.266697917,
2017-08-28,,QPB,0.248947917,
2017-08-29,,QPB,0.254333333,
2017-08-30,,QPB,0.239229167,
2017-08-31,,QPB,0.229302083,
2017-09-01,,QPB,0.225854167,
2017-09-02,,QPB,0.21721875,
2017-09-03,,QPB,0.220979167,
2017-09-04,,QPB,0.199197917,
2017-09-05,,QPB,0.20584375,
2017-09-06,,QPB,0.24809375,
2017-09-07,,QPB,0.3423125,
2017-09-08,,QPB,0.27909375,
2017-09-09,,QPB,0.22428125,
2017-09-10,,QPB,0.209895833,
2017-09-11,,QPB,0.276239583,
2017-09-12,,QPB,0.230020833,
2017-09-13,,QPB,0.207333333,
2017-09-14,,QPB,0.193541667,
2017-09-15,,QPB,0.1880625,
2017-09-16,,QPB,0.1840625,
2017-09-17,,QPB,0.18059375,
2017-09-18,,QPB,0.171978947,
2017-09-19,,QPB,0.199166667,
2017-09-20,,QPB,0.286302083,
2017-09-21,,QPB,0.312072917,
2017-09-22,,QPB,0.287895833,
2017-09-23,,QPB,0.23615625,
2017-09-24,,QPB,0.2176875,
2017-09-25,,QPB,0.206427083,
2017-09-26,,QPB,0.19796875,
2017-09-27,,QPB,0.193927083,
2017-09-28,,QPB,0.192770833,
2017-09-29,,QPB,0.19234375,
2017-09-30,,QPB,0.214145833,
2017-10-01,,QPB,0.192791667,
2017-10-02,,QPB,0.179239583,
