date,variable,stream,value,sd,se,
2018-04-09,Discharge,QPB,0.129458333,,,
2018-04-10,Discharge,QPB,0.135625,,,
2018-04-11,Discharge,QPB,0.18096875,,,
2018-04-12,Discharge,QPB,0.136135417,,,
2018-04-13,Discharge,QPB,0.13209375,,,
2018-04-14,Discharge,QPB,0.144552083,,,
2018-04-15,Discharge,QPB,0.184510417,,,
2018-04-16,Discharge,QPB,0.16990625,,,
2018-04-17,Discharge,QPB,0.206104167,,,
2018-04-18,Discharge,QPB,0.193895833,,,
2018-04-19,Discharge,QPB,0.208302083,,,
2018-04-20,Discharge,QPB,0.16165625,,,
2018-04-21,Discharge,QPB,0.215083333,,,
2018-04-22,Discharge,QPB,0.1609375,,,
2018-04-23,Discharge,QPB,0.166916667,,,
2018-04-24,Discharge,QPB,0.157822917,,,
2018-04-25,Discharge,QPB,0.144760417,,,
2018-04-26,Discharge,QPB,0.14165625,,,
2018-04-27,Discharge,QPB,0.139333333,,,
2018-04-28,Discharge,QPB,0.13671875,,,
2018-04-29,Discharge,QPB,0.13428125,,,
2018-04-30,Discharge,QPB,0.134333333,,,
2018-05-01,Discharge,QPB,0.142958333,,,
2018-05-02,Discharge,QPB,0.138979167,,,
2018-05-03,Discharge,QPB,0.18721875,,,
2018-05-04,Discharge,QPB,0.236135417,,,
2018-05-05,Discharge,QPB,0.24778125,,,
2018-05-06,Discharge,QPB,0.21984375,,,
2018-05-07,Discharge,QPB,0.18090625,,,
2018-05-08,Discharge,QPB,0.1828125,,,
2018-05-09,Discharge,QPB,0.209114583,,,
2018-05-10,Discharge,QPB,0.165739583,,,
2018-05-11,Discharge,QPB,0.156604167,,,
2018-05-12,Discharge,QPB,0.166229167,,,
2018-05-13,Discharge,QPB,0.152885417,,,
2018-05-14,Discharge,QPB,0.181145833,,,
2018-05-15,Discharge,QPB,0.189447917,,,
2018-05-16,Discharge,QPB,0.151239583,,,
2018-05-17,Discharge,QPB,0.1805625,,,
2018-05-18,Discharge,QPB,0.205458333,,,
2018-05-19,Discharge,QPB,0.202583333,,,
2018-05-20,Discharge,QPB,0.17578125,,,
2018-05-21,Discharge,QPB,0.188645833,,,
2018-05-22,Discharge,QPB,0.20128125,,,
2018-05-23,Discharge,QPB,0.181177083,,,
2018-05-24,Discharge,QPB,0.162791667,,,
2018-05-25,Discharge,QPB,0.18175,,,
2018-05-26,Discharge,QPB,0.190072917,,,
2018-05-27,Discharge,QPB,0.159,,,
2018-05-28,Discharge,QPB,0.2315,,,
2018-05-29,Discharge,QPB,0.165125,,,
2018-05-30,Discharge,QPB,0.191145833,,,
2018-05-31,Discharge,QPB,0.157572917,,,
2018-06-01,Discharge,QPB,0.14878125,,,
2018-06-02,Discharge,QPB,0.142489583,,,
2018-06-03,Discharge,QPB,0.137875,,,
2018-06-04,Discharge,QPB,0.1344375,,,
2018-06-05,Discharge,QPB,0.132416667,,,
2018-06-06,Discharge,QPB,0.13284375,,,
2018-06-07,Discharge,QPB,0.12990625,,,
2018-06-08,Discharge,QPB,0.127895833,,,
2018-06-09,Discharge,QPB,0.13075,,,
2018-06-10,Discharge,QPB,0.161625,,,
2018-06-11,Discharge,QPB,0.145354167,,,
2018-06-12,Discharge,QPB,0.15878125,,,
2018-06-13,Discharge,QPB,0.132552083,,,
2018-06-14,Discharge,QPB,0.125208333,,,
2018-06-15,Discharge,QPB,0.122375,,,
2018-06-16,Discharge,QPB,0.122416667,,,
2018-06-17,Discharge,QPB,0.120645833,,,
2018-06-18,Discharge,QPB,0.12103125,,,
2018-06-19,Discharge,QPB,0.125666667,,,
2018-06-20,Discharge,QPB,0.123583333,,,
2018-06-21,Discharge,QPB,0.121302083,,,
2018-06-22,Discharge,QPB,0.126375,,,
2018-06-23,Discharge,QPB,0.260760417,,,
2018-06-24,Discharge,QPB,0.200927083,,,
2018-06-25,Discharge,QPB,0.164864583,,,
2018-06-26,Discharge,QPB,0.140979167,,,
2018-06-27,Discharge,QPB,0.133927083,,,
2018-06-28,Discharge,QPB,0.142541667,,,
2018-06-29,Discharge,QPB,0.133510417,,,
2018-06-30,Discharge,QPB,0.126427083,,,
2018-07-01,Discharge,QPB,0.123416667,,,
2018-07-02,Discharge,QPB,0.1211875,,,
2018-07-03,Discharge,QPB,0.11990625,,,
2018-07-04,Discharge,QPB,0.119135417,,,
2018-07-05,Discharge,QPB,0.118385417,,,
2018-07-06,Discharge,QPB,0.1164375,,,
2018-07-07,Discharge,QPB,0.113979167,,,
2018-07-08,Discharge,QPB,0.116375,,,
2018-07-09,Discharge,QPB,0.200489583,,,
2018-07-10,Discharge,QPB,0.174354167,,,
2018-07-11,Discharge,QPB,0.130427083,,,
2018-07-12,Discharge,QPB,0.124479167,,,
2018-07-13,Discharge,QPB,0.122375,,,
2018-07-14,Discharge,QPB,0.120708333,,,
2018-07-15,Discharge,QPB,0.121875,,,
2018-07-16,Discharge,QPB,0.149989583,,,
2018-07-17,Discharge,QPB,0.14284375,,,
2018-07-18,Discharge,QPB,0.125947917,,,
2018-07-19,Discharge,QPB,0.167083333,,,
2018-07-20,Discharge,QPB,0.137375,,,
2018-07-21,Discharge,QPB,0.126572917,,,
2018-07-22,Discharge,QPB,0.123802083,,,
2018-07-23,Discharge,QPB,0.124333333,,,
2018-07-24,Discharge,QPB,0.130885417,,,
2018-07-25,Discharge,QPB,0.133520833,,,
2018-07-26,Discharge,QPB,0.143489583,,,
2018-07-27,Discharge,QPB,0.125958333,,,
2018-07-28,Discharge,QPB,0.122114583,,,
2018-07-29,Discharge,QPB,0.12184375,,,
2018-07-30,Discharge,QPB,0.120875,,,
2018-07-31,Discharge,QPB,0.119572917,,,
2018-08-01,Discharge,QPB,0.125885417,,,
2018-08-02,Discharge,QPB,0.135260417,,,
2018-08-03,Discharge,QPB,0.12040625,,,
2018-08-04,Discharge,QPB,0.12240625,,,
2018-08-05,Discharge,QPB,0.150854167,,,
2018-08-06,Discharge,QPB,0.178489583,,,
2018-08-07,Discharge,QPB,0.132364583,,,
2018-08-08,Discharge,QPB,0.12578125,,,
2018-08-09,Discharge,QPB,0.12359375,,,
2018-08-10,Discharge,QPB,0.121458333,,,
2018-08-11,Discharge,QPB,0.121729167,,,
2018-08-12,Discharge,QPB,0.12228125,,,
2018-08-13,Discharge,QPB,0.125635417,,,
2018-08-14,Discharge,QPB,0.136552083,,,
2018-08-15,Discharge,QPB,0.126239583,,,
2018-08-16,Discharge,QPB,0.1779375,,,
2018-08-17,Discharge,QPB,0.196583333,,,
2018-08-18,Discharge,QPB,0.1660625,,,
2018-08-19,Discharge,QPB,0.140510417,,,
2018-08-20,Discharge,QPB,0.13221875,,,
2018-08-21,Discharge,QPB,0.171885417,,,
2018-08-22,Discharge,QPB,0.1494375,,,
2018-08-23,Discharge,QPB,0.17978125,,,
2018-08-24,Discharge,QPB,0.187604167,,,
2018-08-25,Discharge,QPB,0.156447917,,,
2018-08-26,Discharge,QPB,0.209197917,,,
2018-08-27,Discharge,QPB,0.157447917,,,
2018-08-28,Discharge,QPB,0.229625,,,
2018-08-29,Discharge,QPB,0.29165625,,,
2018-08-30,Discharge,QPB,0.23209375,,,
2018-08-31,Discharge,QPB,0.193395833,,,
2018-09-01,Discharge,QPB,0.167260417,,,
2018-09-02,Discharge,QPB,0.158833333,,,
2018-09-03,Discharge,QPB,0.172979167,,,
2018-09-04,Discharge,QPB,0.200385417,,,
2018-09-05,Discharge,QPB,0.176572917,,,
2018-09-06,Discharge,QPB,0.159864583,,,
2018-09-07,Discharge,QPB,0.148760417,,,
2018-09-08,Discharge,QPB,0.1435,,,
2018-09-09,Discharge,QPB,0.14125,,,
2018-09-10,Discharge,QPB,0.139364583,,,
2018-09-11,Discharge,QPB,0.137864583,,,
2018-09-12,Discharge,QPB,0.135322917,,,
2018-09-13,Discharge,QPB,0.143333333,,,
2018-09-14,Discharge,QPB,0.18465625,,,
2018-09-15,Discharge,QPB,0.180875,,,
2018-09-16,Discharge,QPB,0.149177083,,,
2018-09-17,Discharge,QPB,0.1408125,,,
2018-09-18,Discharge,QPB,0.138854167,,,
2018-09-19,Discharge,QPB,0.135375,,,
2018-09-20,Discharge,QPB,0.1401875,,,
2018-09-21,Discharge,QPB,0.1328125,,,
2018-09-22,Discharge,QPB,0.133552083,,,
2018-09-23,Discharge,QPB,0.131739583,,,
2018-09-24,Discharge,QPB,0.13353125,,,
2018-09-25,Discharge,QPB,0.261114583,,,
2018-09-26,Discharge,QPB,0.180125,,,
2018-09-27,Discharge,QPB,0.15478125,,,
2018-09-28,Discharge,QPB,0.224145833,,,
2018-09-29,Discharge,QPB,0.283697917,,,
2018-09-30,Discharge,QPB,0.191114583,,,
2018-10-01,Discharge,QPB,0.163302083,,,
2018-10-02,Discharge,QPB,0.153354167,,,
2018-10-03,Discharge,QPB,0.1485625,,,
2018-10-04,Discharge,QPB,0.144104167,,,
2018-10-05,Discharge,QPB,0.205302083,,,
2018-10-06,Discharge,QPB,0.218270833,,,
2018-10-07,Discharge,QPB,0.178791667,,,
2018-10-08,Discharge,QPB,0.164166667,,,
2018-10-09,Discharge,QPB,0.224458333,,,
2018-10-10,Discharge,QPB,0.2064375,,,
2018-10-11,Discharge,QPB,0.171614583,,,
2018-10-12,Discharge,QPB,0.175916667,,,
2018-10-13,Discharge,QPB,0.17540625,,,
2018-10-14,Discharge,QPB,0.1663125,,,
2018-10-15,Discharge,QPB,0.230791667,,,
2018-10-16,Discharge,QPB,0.198083333,,,
2018-10-17,Discharge,QPB,0.204052083,,,
2018-10-18,Discharge,QPB,0.187447917,,,
2018-10-19,Discharge,QPB,0.175885417,,,
2018-10-20,Discharge,QPB,0.177677083,,,
2018-10-21,Discharge,QPB,0.166739583,,,
2018-10-22,Discharge,QPB,0.239875,,,
2018-10-23,Discharge,QPB,0.232583333,,,
2018-10-24,Discharge,QPB,0.182510417,,,
2018-10-25,Discharge,QPB,0.168479167,,,
2018-10-26,Discharge,QPB,0.158916667,,,
2018-10-27,Discharge,QPB,0.154375,,,
2018-10-28,Discharge,QPB,0.149729167,,,
2018-10-29,Discharge,QPB,0.160347368,,,
2018-10-30,Discharge,QPB,0.175645833,,,
2018-10-31,Discharge,QPB,0.1739375,,,
2018-11-01,Discharge,QPB,0.17259375,,,
2018-11-02,Discharge,QPB,0.19278125,,,
2018-11-03,Discharge,QPB,0.199458333,,,
2018-11-04,Discharge,QPB,0.354739583,,,
2018-11-05,Discharge,QPB,0.323958333,,,
2018-11-06,Discharge,QPB,0.259052083,,,
2018-11-07,Discharge,QPB,0.247166667,,,
2018-11-08,Discharge,QPB,0.267614583,,,
2018-11-09,Discharge,QPB,0.22028125,,,
2018-11-10,Discharge,QPB,0.2131875,,,
2018-11-11,Discharge,QPB,0.281041667,,,
2018-11-12,Discharge,QPB,0.258583333,,,
2018-11-13,Discharge,QPB,0.333114583,,,
2018-11-14,Discharge,QPB,0.331791667,,,
2018-11-15,Discharge,QPB,0.281520833,,,
2018-11-16,Discharge,QPB,0.2918125,,,
2018-11-17,Discharge,QPB,0.27528125,,,
2018-11-18,Discharge,QPB,0.234623656,,,
2018-11-19,Discharge,QPB,0.220645833,,,
2018-11-20,Discharge,QPB,0.213885417,,,
2018-11-21,Discharge,QPB,0.214697917,,,
2018-11-22,Discharge,QPB,0.203541667,,,
2018-11-23,Discharge,QPB,0.199,,,
2018-11-24,Discharge,QPB,0.19559375,,,
2018-11-25,Discharge,QPB,0.19190625,,,
2018-11-26,Discharge,QPB,0.187739583,,,
2018-11-27,Discharge,QPB,0.186239583,,,
2018-11-28,Discharge,QPB,0.18440625,,,
2018-11-29,Discharge,QPB,0.1823125,,,
2018-11-30,Discharge,QPB,0.17928125,,,
2018-12-01,Discharge,QPB,0.171145833,,,
2018-12-02,Discharge,QPB,0.17115625,,,
2018-12-03,Discharge,QPB,0.178645833,,,
2018-12-04,Discharge,QPB,0.17175,,,
2018-12-05,Discharge,QPB,0.170791667,,,
2018-12-06,Discharge,QPB,0.168458333,,,
2018-12-07,Discharge,QPB,0.17525,,,
2018-12-08,Discharge,QPB,0.205447917,,,
2018-12-09,Discharge,QPB,0.174333333,,,
2018-12-10,Discharge,QPB,0.167052083,,,
2018-12-11,Discharge,QPB,0.166875,,,
2018-12-12,Discharge,QPB,0.165083333,,,
2018-12-13,Discharge,QPB,0.161802083,,,
2018-12-14,Discharge,QPB,0.171166667,,,
2018-12-15,Discharge,QPB,0.166635417,,,
2018-12-16,Discharge,QPB,0.162125,,,
2018-12-17,Discharge,QPB,0.15878125,,,
2018-12-18,Discharge,QPB,0.157208333,,,
2018-12-19,Discharge,QPB,0.162010417,,,
2018-12-20,Discharge,QPB,0.1625625,,,
2018-12-21,Discharge,QPB,0.157270833,,,
2018-12-22,Discharge,QPB,0.16846875,,,
2018-12-23,Discharge,QPB,0.172270833,,,
2018-12-24,Discharge,QPB,0.169864583,,,
2018-12-25,Discharge,QPB,0.167166667,,,
2018-12-26,Discharge,QPB,0.161677083,,,
2018-12-27,Discharge,QPB,0.183458333,,,
2018-12-28,Discharge,QPB,0.289791667,,,
2018-12-29,Discharge,QPB,0.265395833,,,
2018-12-30,Discharge,QPB,0.212520833,,,
2018-12-31,Discharge,QPB,0.1773125,,,
2019-01-01,Discharge,QPB,0.174125,,,
2019-01-02,Discharge,QPB,0.170385417,,,
2019-01-03,Discharge,QPB,0.1635625,,,
2019-01-04,Discharge,QPB,0.1414375,,,
2019-01-05,Discharge,QPB,0.14296875,,,
2019-01-06,Discharge,QPB,0.139177083,,,
2019-01-07,Discharge,QPB,0.13815625,,,
2019-01-08,Discharge,QPB,0.136875,,,
2019-01-09,Discharge,QPB,0.14340625,,,
2019-01-10,Discharge,QPB,0.135666667,,,
2019-01-11,Discharge,QPB,0.130239583,,,
2019-01-12,Discharge,QPB,0.130385417,,,
2019-01-13,Discharge,QPB,0.14125,,,
2019-01-14,Discharge,QPB,0.131291667,,,
2019-01-15,Discharge,QPB,0.128208333,,,
2019-01-16,Discharge,QPB,0.129052083,,,
2019-01-17,Discharge,QPB,0.24315625,,,
2019-01-18,Discharge,QPB,0.163791667,,,
2019-01-19,Discharge,QPB,0.140916667,,,
2019-01-20,Discharge,QPB,0.137614583,,,
2019-01-21,Discharge,QPB,0.138760417,,,
2019-01-22,Discharge,QPB,0.148822917,,,
2019-01-23,Discharge,QPB,0.170125,,,
2019-01-24,Discharge,QPB,0.19896875,,,
2019-01-25,Discharge,QPB,0.201,,,
2019-01-26,Discharge,QPB,0.161020833,,,
2019-01-27,Discharge,QPB,0.14690625,,,
2019-01-28,Discharge,QPB,0.14175,,,
2019-01-29,Discharge,QPB,0.140989583,,,
2019-01-30,Discharge,QPB,0.1369375,,,
2019-01-31,Discharge,QPB,0.148864583,,,
2019-02-01,Discharge,QPB,0.135291667,,,
2019-02-02,Discharge,QPB,0.13228125,,,
2019-02-03,Discharge,QPB,0.130010417,,,
2019-02-04,Discharge,QPB,0.131010417,,,
2019-02-05,Discharge,QPB,0.126666667,,,
2019-02-06,Discharge,QPB,0.12484375,,,
2019-02-07,Discharge,QPB,0.121802083,,,
2019-02-08,Discharge,QPB,0.124875,,,
2019-02-09,Discharge,QPB,0.189802083,,,
2019-02-10,Discharge,QPB,0.2108125,,,
2019-02-11,Discharge,QPB,0.1688125,,,
2019-02-12,Discharge,QPB,0.158364583,,,
2019-02-13,Discharge,QPB,0.13678125,,,
2019-02-14,Discharge,QPB,0.15503125,,,
2019-02-15,Discharge,QPB,0.140364583,,,
2019-02-16,Discharge,QPB,0.134260417,,,
2019-02-17,Discharge,QPB,0.131020833,,,
2019-02-18,Discharge,QPB,0.128729167,,,
2019-02-19,Discharge,QPB,0.126489583,,,
2019-02-20,Discharge,QPB,0.145020833,,,
2019-02-21,Discharge,QPB,0.134625,,,
2019-02-22,Discharge,QPB,0.127291667,,,
2019-02-23,Discharge,QPB,0.124697917,,,
2019-02-24,Discharge,QPB,0.124104167,,,
2019-02-25,Discharge,QPB,0.128302083,,,
2019-02-26,Discharge,QPB,0.14821875,,,
2019-02-27,Discharge,QPB,0.240916667,,,
2019-02-28,Discharge,QPB,0.159479167,,,
2019-03-01,Discharge,QPB,0.146270833,,,
2019-03-02,Discharge,QPB,0.135020833,,,
2019-03-03,Discharge,QPB,0.130291667,,,
2019-03-04,Discharge,QPB,0.16978125,,,
2019-03-05,Discharge,QPB,0.1461875,,,
2019-03-06,Discharge,QPB,0.134791667,,,
2019-03-07,Discharge,QPB,0.13040625,,,
2019-03-08,Discharge,QPB,0.126291667,,,
2019-03-09,Discharge,QPB,0.143052083,,,
2019-03-10,Discharge,QPB,0.163791667,,,
2019-03-11,Discharge,QPB,0.189104167,,,
2019-03-12,Discharge,QPB,0.142427083,,,
2019-03-13,Discharge,QPB,0.131666667,,,
2019-03-14,Discharge,QPB,0.130895833,,,
2019-03-15,Discharge,QPB,0.12740625,,,
2019-03-16,Discharge,QPB,0.126770833,,,
2019-03-17,Discharge,QPB,0.12378125,,,
2019-03-18,Discharge,QPB,0.121677083,,,
2019-03-19,Discharge,QPB,0.119020833,,,
2019-03-20,Discharge,QPB,0.118822917,,,
2019-03-21,Discharge,QPB,0.11825,,,
2019-03-22,Discharge,QPB,0.126270833,,,
2019-03-23,Discharge,QPB,0.141,,,
2019-03-24,Discharge,QPB,0.1581875,,,
2019-03-25,Discharge,QPB,0.178833333,,,
2019-03-26,Discharge,QPB,0.128572917,,,
2019-03-27,Discharge,QPB,0.12184375,,,
2019-03-28,Discharge,QPB,0.11875,,,
2019-03-29,Discharge,QPB,0.117708333,,,
2019-03-30,Discharge,QPB,0.116760417,,,
2019-03-31,Discharge,QPB,0.116489583,,,
2019-04-01,Discharge,QPB,0.116260417,,,
2019-04-02,Discharge,QPB,0.118260417,,,
2019-04-03,Discharge,QPB,0.116229167,,,
2019-04-04,Discharge,QPB,0.130177083,,,
2019-04-05,Discharge,QPB,0.117854167,,,
2019-04-06,Discharge,QPB,0.121864583,,,
2019-04-07,Discharge,QPB,0.113041667,,,
2019-04-08,Discharge,QPB,0.112145833,,,
2019-04-09,Discharge,QPB,0.11265625,,,
2019-04-10,Discharge,QPB,0.11075,,,
2019-04-11,Discharge,QPB,0.112125,,,
2019-04-12,Discharge,QPB,0.114416667,,,
2019-04-13,Discharge,QPB,0.110052083,,,
2019-04-14,Discharge,QPB,0.120427083,,,
2019-04-15,Discharge,QPB,0.111895833,,,
2019-04-16,Discharge,QPB,0.121270833,,,
2019-04-17,Discharge,QPB,0.121916667,,,
2019-04-18,Discharge,QPB,0.11196875,,,
2019-04-19,Discharge,QPB,0.108208333,,,
2019-04-20,Discharge,QPB,0.1163125,,,
2019-04-21,Discharge,QPB,0.14796875,,,
2019-04-22,Discharge,QPB,0.14871875,,,
2019-04-23,Discharge,QPB,0.11715625,,,
2019-04-24,Discharge,QPB,0.111979167,,,
2019-04-25,Discharge,QPB,0.110020833,,,
2019-04-26,Discharge,QPB,0.110135417,,,
2019-04-27,Discharge,QPB,0.107802083,,,
2019-04-28,Discharge,QPB,0.222208333,,,
2019-04-29,Discharge,QPB,0.20475,,,
2019-04-30,Discharge,QPB,0.136322917,,,
2019-05-01,Discharge,QPB,0.184333333,,,
2019-05-02,Discharge,QPB,0.247677083,,,
2019-05-03,Discharge,QPB,0.149375,,,
2019-05-04,Discharge,QPB,0.13740625,,,
2019-05-05,Discharge,QPB,0.134895833,,,
2019-05-06,Discharge,QPB,0.166072917,,,
2019-05-07,Discharge,QPB,0.143979167,,,
2019-05-08,Discharge,QPB,0.132822917,,,
2019-05-09,Discharge,QPB,0.129083333,,,
2019-05-10,Discharge,QPB,0.135645833,,,
2019-05-11,Discharge,QPB,0.135052083,,,
2019-05-12,Discharge,QPB,0.139802083,,,
2019-05-13,Discharge,QPB,0.13146875,,,
2019-05-14,Discharge,QPB,0.12846875,,,
2019-05-15,Discharge,QPB,0.127333333,,,
2019-05-16,Discharge,QPB,0.126989583,,,
2019-05-17,Discharge,QPB,0.12484375,,,
2019-05-18,Discharge,QPB,0.122520833,,,
2019-05-19,Discharge,QPB,0.12228125,,,
2019-05-20,Discharge,QPB,0.225270833,,,
2019-05-21,Discharge,QPB,0.158625,,,
2019-05-22,Discharge,QPB,0.136864583,,,
2019-05-23,Discharge,QPB,0.132541667,,,
2019-05-24,Discharge,QPB,0.161145833,,,
2019-05-25,Discharge,QPB,0.142208333,,,
2019-05-26,Discharge,QPB,0.12978125,,,
2019-05-27,Discharge,QPB,0.145322917,,,
2019-05-28,Discharge,QPB,0.1783125,,,
2019-05-29,Discharge,QPB,0.19184375,,,
2019-05-30,Discharge,QPB,0.193885417,,,
2019-05-31,Discharge,QPB,0.15059375,,,
2017-01-14,canopy,QPA,16.35111111,2.433620988,0.811206996,
2017-03-15,canopy,QPA,8.233333333,2.915595994,0.971865331,
2017-05-17,canopy,QPA,12.69666667,5.422522168,1.807507389,
2017-07-08,canopy,QPA,14.18444444,2.886793685,0.962264562,
2017-09-04,canopy,QPA,6.933333333,2.055480479,0.68516016,
2017-09-10,canopy,QPA,21.26222222,3.303580549,1.101193516,
2017-10-04,canopy,QPA,89.44,3.651588695,1.217196232,
2017-11-08,canopy,QPA,65.72222222,4.056703643,1.352234548,
2017-12-11,canopy,QPA,65,5.079990157,1.693330052,
2018-01-25,canopy,QPA,61.99555556,7.728290741,2.576096914,
2018-02-15,canopy,QPA,56.79555556,5.098438759,1.699479586,
2018-03-13,canopy,QPA,60.55111111,8.686144778,2.895381593,
2018-04-13,canopy,QPA,49.11111111,8.397279983,2.799093328,
2018-05-09,canopy,QPA,49.02444444,11.12021483,3.706738275,
2018-06-13,canopy,QPA,51.27777778,10.97540179,3.658467263,
2018-07-12,canopy,QPA,46.97333333,12.18329594,4.061098647,
2018-08-18,canopy,QPA,49.02444444,12.39719637,4.132398789,
2018-09-25,canopy,QPA,43.88222222,12.24333469,4.081111565,
